chrom,start,end,window_id,n_l1,mean_l1_divergence,n_young_l1,n_genes
chr11,80359153,80578516,w14370,33,184.152,13,0
chr5,114417763,114637126,w14371,57,198.93,15,1
chr19,35982191,36201554,w14372,39,218.436,6,2
chr2,213220855,213440218,w14373,33,178.576,11,3
chr2,101126599,101345962,w14374,45,187.822,8,1
chr7,93193759,93413122,w14375,50,189.02,10,3
chr4,171488550,171707913,w14376,54,181.759,18,1
chr10,18602543,18821906,w14377,43,193.93,9,2
chr18,9943937,10163300,w14378,56,201.893,6,2
chr8,51249315,51468678,w14379,69,192.507,23,0
chr9,40405288,40624651,w14380,46,175.478,15,2
chr6,128252373,128471736,w14381,24,167.75,9,2
chr12,103014532,103233895,w14382,60,181.6,23,1
chr2,84413711,84633074,w14383,50,186.04,12,2
chr1,106530025,106749388,w14384,46,166.587,18,0
chr11,86044028,86263391,w14385,38,185.0,5,3
chr9,25223498,25442861,w14386,64,198.672,17,0
chr6,99154965,99374328,w14387,43,180.837,14,1
chr5,101821314,102040677,w14388,61,188.033,18,0
chr1,39953969,40173332,w14389,46,195.239,4,4
chr12,44818371,45037734,w14390,43,157.791,16,3
chr6,170229533,170448896,w14391,51,220.745,9,3
chr7,50486034,50705397,w14392,28,217.25,4,2
chr17,40406375,40625738,w14393,19,218.737,2,10
chr13,26170851,26390214,w14394,54,205.741,7,3
chr3,155859371,156078734,w14395,26,167.115,10,1
chr11,74477763,74697126,w14396,30,180.0,3,4
chr2,112274717,112494080,w14397,55,187.873,4,3
chr3,86840772,87060135,w14398,33,162.121,10,0
chr12,125144059,125363422,w14399,49,209.796,5,1
chr2,82439785,82659148,w14400,54,204.037,15,0
chr4,113481412,113700775,w14401,45,185.711,8,1
chr18,6164304,6383667,w14402,48,175.875,15,0
chr13,29847171,30066534,w14403,30,179.233,5,3
chr19,53782072,54001435,w14404,35,204.943,8,17
chr17,75841106,76060469,w14405,20,204.25,1,10
chr5,110156786,110376149,w14406,39,200.462,5,1
chr11,81467486,81686849,w14407,46,202.609,14,0
chr6,170888640,171108003,w14408,53,198.094,11,5
chr12,130765593,130984956,w14409,54,218.944,4,2
chr5,24932530,25151893,w14410,61,193.721,19,1
chr1,184208030,184427393,w14411,51,176.843,13,3
chr2,216280882,216500245,w14412,33,167.03,9,2
chr14,34936335,35155698,w14413,60,174.483,26,1
chr1,122346962,122566325,w14414,0,,0,0
chr10,28915123,29134486,w14415,39,198.462,11,0
chr16,68118781,68338144,w14416,43,170.186,19,0
chr13,69093738,69313101,w14417,53,184.528,17,0
chr6,52222031,52441394,w14418,38,165.0,13,3
chr3,119138914,119358277,w14419,36,166.194,15,2
chr18,1145568,1364931,w14420,64,152.094,25,0
chr9,123589234,123808597,w14421,52,203.173,3,6
chr6,46596133,46815496,w14422,32,179.938,8,3
chr19,25243526,25462889,w14423,3,34.0,3,0
chr3,58294396,58513759,w14424,49,189.02,3,4
chr7,56620825,56840188,w14425,57,220.088,9,4
chr2,183199738,183419101,w14426,40,186.025,9,2
chr2,14968322,15187685,w14427,49,195.347,10,0
chr6,77313945,77533308,w14428,73,143.329,37,0
chr12,128700402,128919765,w14429,53,198.642,5,3
chr5,68811714,69031077,w14430,41,178.78,13,1
chr12,62168612,62387975,w14431,44,199.977,6,3
chr15,25023148,25242511,w14432,66,207.348,5,0
chr17,5162668,5382031,w14433,51,210.039,1,8
chr1,15416730,15636093,w14434,19,184.842,3,7
chr14,79879286,80098649,w14435,34,173.853,13,0
chr2,108768309,108987672,w14436,52,180.25,11,3
chr12,21585677,21805040,w14437,45,171.044,16,1
chr6,115051580,115270943,w14438,37,188.784,9,4
chr12,109341460,109560823,w14439,51,209.392,7,4
chr3,26874957,27094320,w14440,50,173.26,18,0
chr11,82272601,82491964,w14441,60,162.983,22,1
chr2,42595578,42814941,w14442,53,201.019,4,2
chr3,24610797,24830160,w14443,46,220.587,5,1
chr10,85965968,86185331,w14444,42,214.214,8,1
chr5,124920734,125140097,w14445,30,189.1,8,1
chr12,88052064,88271427,w14446,45,185.533,12,2
chr12,54171452,54390815,w14447,9,174.0,1,11
chr10,7091396,7310759,w14448,39,172.769,17,2
chr13,44549756,44769119,w14449,44,192.682,5,7
chr14,32105881,32325244,w14450,52,188.692,17,0
chr18,48427451,48646814,w14451,51,202.941,6,2
chr1,33486291,33705654,w14452,37,202.486,7,0
chr9,34856815,35076178,w14453,49,161.98,14,6
chr13,106989800,107209163,w14454,42,179.405,12,2
chr3,122162913,122382276,w14455,36,194.306,3,7
chr4,47014355,47233718,w14456,39,164.615,15,0
chr4,42995382,43214745,w14457,51,154.118,24,0
chr9,107275419,107494782,w14458,55,197.127,8,1
chr5,145296236,145515599,w14459,52,168.692,20,0
chr11,95895827,96115190,w14460,22,198.5,6,1
chr10,36931188,37150551,w14461,36,166.722,14,0
chr11,121591749,121811112,w14462,29,209.655,5,0
chr4,9694237,9913600,w14463,28,166.964,10,1
chr14,30365547,30584910,w14464,58,168.879,20,2
chr11,51706956,51926319,w14465,0,,0,0
chr2,198325522,198544885,w14466,54,172.759,17,0
chr3,110857394,111076757,w14467,53,186.245,13,2
chr4,170914739,171134102,w14468,52,195.731,12,0
chr19,37263938,37483301,w14469,70,195.329,13,8
chr5,132048346,132267709,w14470,57,207.561,7,1
chr1,78855187,79074550,w14471,40,206.7,10,0
chr2,128300855,128520218,w14472,54,202.444,9,2
chr1,24225085,24444448,w14473,46,198.674,4,6
chr6,66329090,66548453,w14474,58,198.966,18,1
chr14,30175860,30395223,w14475,52,173.404,12,2
chr7,50005157,50224520,w14476,76,203.303,14,0
chr16,73882015,74101378,w14477,31,193.097,3,5
chr1,150270111,150489474,w14478,22,198.0,1,14
chr7,145396854,145616217,w14479,38,194.763,7,9
chr14,30200231,30419594,w14480,55,179.436,12,2
chr11,12157097,12376460,w14481,26,188.577,4,2
chr16,4372001,4591364,w14482,26,186.385,2,9
chr4,85475907,85695270,w14483,55,163.255,17,0
chr8,69944465,70163828,w14484,39,155.487,15,1
chr11,119073129,119292492,w14485,19,182.474,3,13
chr2,129891278,130110641,w14486,78,183.205,17,0
chr15,1049166,1268529,w14487,0,,0,0
chr5,114687019,114906382,w14488,51,187.235,18,1
chr2,70030729,70250092,w14489,43,189.791,6,5
chr14,35193651,35413014,w14490,79,201.253,26,0
chr12,103995047,104214410,w14491,50,180.3,6,4
chr17,80817767,81037130,w14492,46,224.87,2,6
chr17,47098564,47317927,w14493,45,204.733,3,3
chr4,39991611,40210974,w14494,49,219.469,1,3
chr11,82578118,82797481,w14495,61,171.607,23,2
chr22,34484695,34704058,w14496,45,180.578,11,0
chr4,119906774,120126137,w14497,51,183.0,17,0
chr7,156457303,156676666,w14498,21,219.095,2,5
chr18,13922651,14142014,w14499,68,181.029,15,2
chr2,4121287,4340650,w14500,56,182.429,16,0
chr19,3117945,3337308,w14501,27,240.0,1,5
chr8,30082574,30301937,w14502,41,196.902,7,3
chr17,33386651,33606014,w14503,44,198.955,4,2
chr10,21761533,21980896,w14504,55,189.073,12,0
chr11,57008983,57228346,w14505,36,134.194,16,2
chr14,13265603,13484966,w14506,67,197.836,21,5
chr1,186545779,186765142,w14507,63,183.175,19,1
chr10,2594528,2813891,w14508,45,225.244,8,0
chr19,15510747,15730110,w14509,30,178.6,7,6
chr20,47204059,47423422,w14510,59,169.814,16,9
chr21,21299287,21518650,w14511,60,175.983,20,1
chr11,75221985,75441348,w14512,33,223.0,2,7
chr11,118197904,118417267,w14513,44,179.977,8,9
chr9,148305204,148524567,w14514,26,222.885,0,5
chr10,66724314,66943677,w14515,38,159.316,12,0
chr10,58470853,58690216,w14516,54,165.685,22,0
chr1,188020504,188239867,w14517,66,181.788,21,0
chr2,2625506,2844869,w14518,27,194.889,8,0
chr10,127366861,127586224,w14519,43,185.814,7,1
chr5,31336246,31555609,w14520,19,159.211,8,0
chr4,174079585,174298948,w14521,59,214.746,15,1
chr3,188056923,188276286,w14522,51,167.902,13,3
chr15,9484075,9703438,w14523,0,,0,0
chr20,43742545,43961908,w14524,34,178.853,8,0
chr10,16861943,17081306,w14525,34,190.971,8,0
chr20,11477762,11697125,w14526,44,190.341,11,0
chr17,8041386,8260749,w14527,30,217.533,3,15
chr3,154407016,154626379,w14528,62,194.839,14,3
chr2,89030636,89249999,w14529,60,221.05,13,0
chr3,127002375,127221738,w14530,32,151.969,9,2
chr2,238432382,238651745,w14531,38,209.026,1,6
chr9,64834072,65053435,w14532,0,,0,0
chr4,110701648,110921011,w14533,41,172.366,17,0
chr18,74355758,74575121,w14534,27,210.407,2,4
chr10,48295708,48515071,w14535,41,194.976,11,8
chr5,27106502,27325865,w14536,32,160.812,16,1
chr22,22552929,22772292,w14537,46,174.674,19,2
chr20,30608989,30828352,w14538,12,123.833,7,0
chr14,69827072,70046435,w14539,42,194.286,2,2
chr14,27188027,27407390,w14540,27,171.333,10,0
chr21,18480825,18700188,w14541,42,174.143,19,1
chr10,94705062,94924425,w14542,49,183.061,4,3
chr17,64911172,65130535,w14543,40,202.475,2,5
chr1,195135462,195354825,w14544,48,186.5,13,0
chr9,89955006,90174369,w14545,33,193.636,9,0
chr8,59151001,59370364,w14546,29,172.655,9,0
chr1,95121063,95340426,w14547,39,184.256,7,3
chr2,129650874,129870237,w14548,65,188.246,17,1
chr1,89905255,90124618,w14549,36,159.139,14,0
chr4,102254688,102474051,w14550,63,190.397,11,6
chr1,224423593,224642956,w14551,62,165.968,16,1
chr6,132483059,132702422,w14552,54,198.019,11,0
chr15,11710106,11929469,w14553,0,,0,0
chr10,49117207,49336570,w14554,48,200.75,5,2
chr11,2297103,2516466,w14555,35,191.943,6,6
chr1,150297506,150516869,w14556,31,198.0,1,10
chr16,40739203,40958566,w14557,0,,0,0
chr2,226144398,226363761,w14558,37,185.973,11,0
chr4,951251,1170614,w14559,40,217.2,4,8
chr8,38856032,39075395,w14560,36,183.083,7,2
chr19,12606759,12826122,w14561,27,185.037,2,12
chr22,11189279,11408642,w14562,45,160.2,14,0
chr14,100740320,100959683,w14563,75,238.133,17,1
chr13,51348846,51568209,w14564,59,177.695,15,4
chr8,65745261,65964624,w14565,42,149.952,15,0
chr11,96459060,96678423,w14566,39,178.41,15,2
chr2,33471735,33691098,w14567,32,194.938,4,3
chr4,76476084,76695447,w14568,44,191.636,9,1
chr22,24357199,24576562,w14569,37,204.162,3,9
chr21,23327604,23546967,w14570,39,198.821,9,0
chr5,75714926,75934289,w14571,52,198.846,9,2
chr4,17619026,17838389,w14572,53,180.868,16,3
chr3,47611834,47831197,w14573,49,221.571,3,3
chr8,142898832,143118195,w14574,42,250.857,3,1
chr3,145946430,146165793,w14575,35,180.2,10,1
chr11,6877328,7096691,w14576,75,189.227,21,8
chr1,19761620,19980983,w14577,51,171.353,12,5
chr2,15154290,15373653,w14578,33,171.091,9,0
chr4,33850574,34069937,w14579,52,201.712,14,1
chr14,24650985,24870348,w14580,50,194.54,7,3
chr5,156638641,156858004,w14581,49,182.898,11,1
chr7,125760986,125980349,w14582,64,170.953,19,1
chr11,80138605,80357968,w14583,33,164.636,14,0
chr14,1269354,1488717,w14584,7,100.0,5,0
chr5,173959019,174178382,w14585,53,205.679,3,2
chr13,77125875,77345238,w14586,53,175.868,17,4
chr4,103449680,103669043,w14587,36,181.806,9,2
chr11,88981214,89200577,w14588,66,176.621,23,2
chr7,147736625,147955988,w14589,37,159.135,15,0
chr19,148470,367833,w14590,33,249.545,0,5
chr21,7154606,7373969,w14591,0,,0,0
chr14,29510696,29730059,w14592,41,196.854,7,2
chr18,76590179,76809542,w14593,25,205.72,3,4
chr2,191963552,192182915,w14594,48,195.042,6,1
chr11,5351661,5571024,w14595,36,142.306,19,10
chr3,159081689,159301052,w14596,30,171.367,11,1
chr4,38581587,38800950,w14597,39,205.205,6,4
chr8,1778971,1998334,w14598,37,213.135,6,2
chr13,55063831,55283194,w14599,55,207.782,14,0
chr12,25328,244691,w14600,29,195.069,6,8
chr17,31658959,31878322,w14601,37,196.432,2,5
chr9,73353907,73573270,w14602,0,,0,0
chr19,60111856,60331219,w14603,48,196.458,9,5
chr17,8604876,8824239,w14604,54,208.889,7,5
chr16,26330371,26549734,w14605,46,169.674,19,0
chr3,54782352,55001715,w14606,19,223.158,2,2
chr8,131254489,131473852,w14607,28,209.714,2,1
chr13,63667510,63886873,w14608,47,198.426,15,0
chr21,12944771,13164134,w14609,44,168.045,12,1
chr1,243926939,244146302,w14610,64,178.656,11,2
chr5,36232195,36451558,w14611,58,189.776,12,5
chr5,135594291,135813654,w14612,37,193.351,9,1
chr4,104517323,104736686,w14613,30,180.833,10,4
chr15,6098842,6318205,w14614,0,,0,0
chr1,85861502,86080865,w14615,51,154.706,18,1
chr5,89263413,89482776,w14616,21,156.048,6,2
chr12,3824358,4043721,w14617,33,202.455,3,2
chr6,102063083,102282446,w14618,67,178.149,24,0
chr2,178755638,178975001,w14619,46,181.457,10,6
chr10,75944489,76163852,w14620,38,200.684,1,6
chr8,66919875,67139238,w14621,47,181.596,5,6
chr21,41993115,42212478,w14622,30,216.233,3,6
chr13,75184251,75403614,w14623,65,203.462,16,0
chr22,42778450,42997813,w14624,26,226.385,0,4
chr3,164468779,164688142,w14625,28,155.643,11,0
chr13,108811197,109030560,w14626,36,206.583,8,2
chr9,80142642,80362005,w14627,81,183.185,25,4
chr12,18143897,18363260,w14628,31,208.968,7,0
chr7,149885620,150104983,w14629,40,206.2,3,2
chr3,118916917,119136280,w14630,27,160.037,9,1
chr1,106267126,106486489,w14631,49,193.122,13,0
chr16,41595252,41814615,w14632,0,,0,0
chr15,74640086,74859449,w14633,66,169.712,15,3
chr2,7771380,7990743,w14634,38,233.342,5,1
chr11,61751937,61971300,w14635,24,193.0,3,11
chr13,54388097,54607460,w14636,59,191.153,17,1
chr9,45622847,45842210,w14637,0,,0,0
chr5,171159776,171379139,w14638,30,197.033,2,2
chr17,33732821,33952184,w14639,42,172.024,11,5
chr11,34891745,35111108,w14640,47,190.149,13,2
chr12,58838056,59057419,w14641,34,172.029,10,2
chr11,47446404,47665767,w14642,25,212.68,2,8
chr12,81644616,81863979,w14643,41,191.415,14,1
chr2,2314154,2533517,w14644,57,178.86,19,2
chr18,72512594,72731957,w14645,47,194.532,14,0
chr4,168223278,168442641,w14646,48,218.271,8,5
chr16,27873246,28092609,w14647,32,202.594,7,1
chr17,47671403,47890766,w14648,30,181.233,5,6
chr11,32591249,32810612,w14649,53,173.717,11,1
chr10,59527344,59746707,w14650,34,170.382,10,1
chr2,39874813,40094176,w14651,49,173.898,17,1
chr7,33805689,34025052,w14652,37,201.0,7,1
chr10,95163503,95382866,w14653,53,196.925,6,3
chr1,3477038,3696401,w14654,24,172.083,8,0
chr2,52068684,52288047,w14655,52,232.173,6,0
chr22,44240339,44459702,w14656,38,215.211,2,5
chr5,179819356,180038719,w14657,33,251.364,0,1
chr5,19266152,19485515,w14658,46,188.37,21,0
chr4,112343604,112562967,w14659,34,163.118,10,0
chr11,89421662,89641025,w14660,66,192.803,13,3
chr7,5666107,5885470,w14661,35,226.886,1,3
chr14,33809785,34029148,w14662,51,164.863,20,0
chr8,135651771,135871134,w14663,52,192.538,7,2
chr1,93592906,93812269,w14664,37,173.676,9,4
chr7,144749393,144968756,w14665,54,214.63,8,6
chr1,96288499,96507862,w14666,33,179.485,12,0
chr15,80592677,80812040,w14667,52,202.154,5,5
chr2,100405751,100625114,w14668,38,209.342,6,1
chr3,45664586,45883949,w14669,56,211.839,6,4
chr7,70169041,70388404,w14670,38,157.053,17,0
chr3,163632277,163851640,w14671,34,155.618,15,1
chr9,133850915,134070278,w14672,28,222.321,2,1
chr7,54698963,54918326,w14673,58,225.431,7,4
chr20,25454103,25673466,w14674,63,205.063,4,3
chr2,229006622,229225985,w14675,66,198.985,15,1
chr9,38810912,39030275,w14676,49,167.286,18,0
chr12,50429582,50648945,w14677,48,213.354,3,1
chr2,24316433,24535796,w14678,59,191.017,7,2
chr11,105787690,106007053,w14679,27,162.333,10,0
chr16,45662586,45881949,w14680,0,,0,0
chr14,88947762,89167125,w14681,39,216.154,2,2
chr19,43666779,43886142,w14682,54,146.722,16,5
chr12,28702987,28922350,w14683,43,191.767,9,0
chr6,92663968,92883331,w14684,30,183.233,11,1
chr18,20060251,20279614,w14685,0,,0,0
chr3,112858452,113077815,w14686,54,202.87,10,0
chr9,30077732,30297095,w14687,63,196.921,16,0
chr14,3440869,3660232,w14688,36,185.528,13,0
chr17,3000550,3219913,w14689,97,156.567,40,7
chr18,79205852,79425215,w14690,57,191.737,9,2
chr1,158338485,158557848,w14691,49,148.612,19,5
chr13,78152834,78372197,w14692,55,174.709,20,0
chr3,185378441,185597804,w14693,52,184.75,11,1
chr14,90654488,90873851,w14694,30,192.667,4,2
chr12,35520105,35739468,w14695,0,,0,0
chr3,136275331,136494694,w14696,46,189.696,9,3
chr15,71778294,71997657,w14697,37,215.703,0,6
chr7,37537429,37756792,w14698,52,200.212,8,1
chr9,6003745,6223108,w14699,54,179.944,16,4
chr21,110184,329547,w14700,60,188.683,28,0
chr11,73694343,73913706,w14701,50,199.68,3,6
chr10,107250472,107469835,w14702,35,175.143,8,0
chr1,137533801,137753164,w14703,0,,0,0
chr3,48926995,49146358,w14704,20,212.25,0,14
chr1,214253870,214473233,w14705,45,188.4,12,1
chr5,145885726,146105089,w14706,52,138.423,26,0
chr5,100904246,101123609,w14707,64,175.719,30,2
chr8,145657918,145877281,w14708,45,235.467,3,7
chr12,14987722,15207085,w14709,39,175.718,9,3
chr3,109351024,109570387,w14710,37,186.081,13,0
chr10,1940407,2159770,w14711,45,203.556,7,2
chr18,19925310,20144673,w14712,0,,0,0
chr3,62476322,62695685,w14713,25,163.88,9,0
chr11,67502033,67721396,w14714,28,197.071,3,11
chr1,241145106,241364469,w14715,60,207.233,8,1
chr8,98243100,98462463,w14716,28,177.393,10,1
chr13,41945275,42164638,w14717,51,208.235,11,3
chr1,91630214,91849577,w14718,31,161.516,4,2
chr5,161375519,161594882,w14719,37,152.595,16,2
chr17,36692222,36911585,w14720,27,181.296,5,9
chr3,91166354,91385717,w14721,0,,0,0
chr12,92223752,92443115,w14722,26,166.577,6,3
chr10,27653591,27872954,w14723,44,209.455,10,2
chr2,227425161,227644524,w14724,38,157.237,15,2
chr13,93154684,93374047,w14725,28,154.75,9,0
chr8,24320169,24539532,w14726,54,200.407,14,0
chr2,7787538,8006901,w14727,35,232.086,4,2
chr20,38018523,38237886,w14728,32,215.875,3,1
chr8,121572009,121791372,w14729,42,176.405,10,2
chr13,105091895,105311258,w14730,32,183.156,8,0
chr3,166426310,166645673,w14731,56,195.125,21,0
chr2,68471052,68690415,w14732,61,170.656,20,3
chr13,21253585,21472948,w14733,28,216.179,4,1
chr11,56889558,57108921,w14734,70,162.171,29,2
chr4,155074900,155294263,w14735,34,183.382,6,5
chr13,19439039,19658402,w14736,70,198.457,12,1
chr8,77563622,77782985,w14737,41,183.0,14,0
chr5,60308863,60528226,w14738,36,205.694,8,2
chr14,15938119,16157482,w14739,63,195.175,21,0
chr10,126195556,126414919,w14740,58,208.448,9,0
chr8,1945705,2165068,w14741,36,173.611,16,0
chr14,83130960,83350323,w14742,49,183.327,13,0
chr9,120233531,120452894,w14743,31,204.903,7,0
chr19,25971004,26190367,w14744,0,,0,0
chr15,27163083,27382446,w14745,77,206.39,8,1
chr5,170473603,170692966,w14746,25,211.56,5,3
chr7,85687999,85907362,w14747,35,172.657,13,1
chr20,61095490,61314853,w14748,40,208.5,3,0
chr18,6399958,6619321,w14749,48,205.125,11,3
chr3,84347216,84566579,w14750,62,182.21,23,0
chr4,96926606,97145969,w14751,29,158.69,12,1
chr5,21125423,21344786,w14752,41,175.512,13,0
chr17,21603160,21822523,w14753,39,228.923,1,1
chr19,19979925,20199288,w14754,43,200.395,16,3
chr15,60866039,61085402,w14755,25,170.24,5,4
chr4,59105813,59325176,w14756,56,143.875,20,2
chr17,61025193,61244556,w14757,46,195.174,3,1
chr1,9595993,9815356,w14758,29,189.517,5,1
chr6,3977881,4197244,w14759,57,187.526,9,3
chr6,158523708,158743071,w14760,30,197.767,5,2
chr9,38474058,38693421,w14761,60,203.45,7,3
chr9,83243013,83462376,w14762,34,163.353,11,1
chr3,59692868,59912231,w14763,25,191.44,4,1
chr3,73439531,73658894,w14764,35,206.486,5,2
chr15,98245884,98465247,w14765,42,200.595,6,5
chr1,14254929,14474292,w14766,19,186.158,3,1
chr8,70249315,70468678,w14767,37,176.081,6,1
chr3,177111250,177330613,w14768,50,207.5,10,0
chr5,59539232,59758595,w14769,37,180.486,9,0
chr4,192278306,192497669,w14770,29,200.69,11,0
chr12,86812259,87031622,w14771,65,187.846,19,1
chr7,46152031,46371394,w14772,63,193.571,11,0
chr4,169091144,169310507,w14773,46,185.0,16,2
chr15,39437182,39656545,w14774,38,201.816,4,6
chr2,50442504,50661867,w14775,22,184.182,8,0
chr14,54187926,54407289,w14776,70,171.6,13,2
chr4,49722672,49942035,w14777,0,,0,0
chr18,21025261,21244624,w14778,28,177.357,2,0
chr1,135046206,135265569,w14779,0,,0,0
chr9,5268488,5487851,w14780,68,175.5,20,4
chr10,98562033,98781396,w14781,38,190.184,6,7
chr9,74003031,74222394,w14782,0,,0,0
chr15,87532695,87752058,w14783,58,225.362,1,7
chr2,96961815,97181178,w14784,51,214.255,4,5
chr6,12835655,13055018,w14785,39,195.41,7,1
chr16,91176343,91395706,w14786,26,216.923,2,5
chr17,22195567,22414930,w14787,11,243.091,0,0
chr8,78628958,78848321,w14788,48,207.583,13,0
chr9,140997357,141216720,w14789,36,218.083,0,8
chr14,57611162,57830525,w14790,46,203.087,5,2
chr14,2886950,3106313,w14791,38,165.447,14,1
chr17,79318981,79538344,w14792,32,210.625,2,3
chr16,44172537,44391900,w14793,0,,0,0
chr6,127411119,127630482,w14794,53,169.717,20,1
chr11,53308019,53527382,w14795,0,,0,0
chr8,75229655,75449018,w14796,50,180.44,16,2
chr2,218099009,218318372,w14797,31,197.516,4,2
chr15,19075142,19294505,w14798,56,212.946,14,3
chr10,81647684,81867047,w14799,64,191.219,18,0
chr1,47045644,47265007,w14800,30,187.667,3,5
chr11,72384322,72603685,w14801,35,201.257,5,3
chr4,98699640,98919003,w14802,20,144.3,8,2
chr1,127258394,127477757,w14803,0,,0,0
chr10,36364687,36584050,w14804,36,205.361,7,0
chr13,45224640,45444003,w14805,58,194.121,10,5
chr8,91178417,91397780,w14806,49,212.224,7,2
chr1,237886328,238105691,w14807,49,209.102,12,1
chr9,85798364,86017727,w14808,63,202.27,16,0
chr1,3813116,4032479,w14809,32,177.031,10,1
chr19,4080143,4299506,w14810,16,247.5,0,9
chr4,151657449,151876812,w14811,36,183.889,7,1
chr17,9548816,9768179,w14812,66,200.242,15,4
chr1,46095843,46315206,w14813,26,189.346,1,7
chr2,128965946,129185309,w14814,48,229.958,4,0
chr7,142669564,142888927,w14815,39,200.641,6,2
